median_days_to_alert_close,mean_days_to_alert_close,p90_days_to_alert_close,median_days_case_investig,mean_days_case_investig,median_days_close_to_report,mean_days_close_to_report,n_negative_cycle_times
4,31.7,103,0.11376354166754969,237.2,NA,NA,0
